Height(in cm),Weight(in kg)
173.9401906,54.74714826
170.4941726,55.51911649
172.5727562,62.68192384
172.7586588,54.38091808
172.3073262,50.21159114
170.3903374,59.71701973
167.9802838,56.83857026
178.2419092,62.83111025
185.7422244,63.16890021
168.3887412,60.06106926
171.4175642,58.23599649
162.1539302,57.90637119
180.9299404,62.55664173
175.0937824,59.51353836
165.9003032,57.39830279
185.1429876,65.71033083
169.810303,56.01811305
171.9942966,58.85183835
170.167681,65.92306548
158.7155322,52.29412273
173.87443,54.410583
168.0979366,50.87043352
173.4680046,57.98570443
174.22749,62.4290463
173.0555594,55.301982
179.2105128,59.87164924
181.023133,61.62097215
179.6209006,60.4650383
173.4167982,55.82406639
167.272843,57.02000706
170.6826406,59.40726175
175.3482142,65.18851859
180.2403812,62.6704026
175.2435916,66.55487377
169.5629324,60.39645519
172.0518276,56.02469013
173.5315554,58.62422588
168.2742126,55.29640282
174.5152212,58.24162103
172.810424,63.92889361
175.1671122,62.30054369
171.4578486,58.755949
165.1663194,59.43293506
177.970434,66.37017111
166.0393936,44.02772151
169.5124626,54.36363623
173.3552286,56.29797931
175.0427538,65.75432925
176.3489996,53.10410196
175.5504744,57.50934211
172.7163678,51.24192537
178.4628892,64.2231841
174.3565728,56.25892504
168.0807916,56.94765913
177.8119634,55.41909945
168.4322006,53.6554884
167.3912324,52.87054744
173.377479,52.84696066
179.7163792,66.89257302
170.3921154,59.77666708
170.2338988,60.00228374
179.0964414,60.95401047
171.7237612,54.36381767
174.8405444,61.76299181
163.20516,51.94068384
182.6697388,62.69607591
172.2762366,60.42421502
168.5148522,57.39671521
175.8304586,58.90622403
166.4635482,55.65904962
169.3097452,50.74097836
177.1422924,58.19072801
174.6835216,54.69103893
171.8745102,55.38625939
180.4514806,66.06953033
172.6549252,52.68697876
175.2882194,62.33424557
180.2751284,62.54761525
167.8923998,52.08728478
173.234604,61.85425452
180.8169612,67.48718677
178.0543048,53.8470403
171.2102748,53.684609
180.46573,69.19255661
175.5229916,58.49753764
170.1717196,56.49474752
171.5814958,53.55878258
167.7558494,45.52126842
177.7411736,54.81409844
176.7692934,61.85479883
176.5301016,58.6597875
169.4364912,58.92677175
172.0692012,52.73505951
176.5847624,62.41122013
174.3858082,48.5240021
169.1148002,53.88178545
170.9705242,57.61897529
175.7939842,61.58332402
177.2107708,57.97454606
181.2758884,58.04331061
164.8832364,55.09618731
167.4296118,45.46783528
174.7309688,52.44734611
169.8455074,56.28917963
174.8868994,56.34596935
165.0827788,50.90059739
178.6035036,60.12080733
165.303073,48.60347142
174.1345768,54.35683235
165.195377,56.03036003
175.2052884,60.98639694
173.145958,56.93087623
178.4411214,60.57204065
173.6285834,60.47098035
181.8639492,65.46217064
171.774485,63.8847591
182.668672,66.94831947
164.8906786,52.05294786
172.8201776,53.41889481
174.8464626,63.86384851
173.7981538,60.91082852
170.6696358,49.99237012
172.6167744,48.67758835
175.5909874,55.73942612
169.0039292,53.63739008
176.113948,57.10442053
176.9597426,57.82808121
176.0891068,69.54903456
182.062501,56.51393446
169.7167802,48.46925355
172.6208892,60.64733692
178.5010146,56.54768171
179.9180298,59.90076985
182.7703736,62.63533994
166.4649706,59.13601374
170.6904892,53.60305316
169.7776132,61.15585891
183.4408574,56.12098771
173.3278982,58.49690261
176.1465616,68.52092294
171.5522858,57.44724536
169.0612062,52.10021215
176.3501426,60.63205087
174.6879666,62.21762707
170.4737256,63.30697362
177.109882,57.95563128
177.0849138,54.07088795
170.2035204,59.65909603
178.3990082,56.31136028
172.8531722,63.93850976
169.7221142,50.6548866
163.4191804,59.70985298
175.8162854,60.64670189
178.5688326,60.35545047
172.130974,52.43342083
173.4518502,57.94524402
179.5076166,62.03959221
171.6188592,61.28930568
173.236382,53.26331276
179.8993608,58.23908092
174.6728028,56.53851915
168.1897576,63.69393295
177.664491,58.94877096
169.7398942,52.68094599
179.3774924,62.97830085
167.5451818,59.83658658
173.5544408,54.50996501
173.0827374,53.50820708
171.9158868,59.97661043
158.2180732,45.53156496
169.0697406,51.19125914
171.5414654,57.76489584
177.730912,58.07596923
181.9331134,67.25009423
174.9509074,53.84000962
175.031019,56.75016518
173.9596216,57.5832776
163.80968,52.65654274
172.8535532,59.03785643
180.2694642,58.37171122
172.0416676,56.60900735
163.6449356,55.50618912
169.9069246,55.18731394
182.8965608,57.24829991
172.220636,57.74375845
178.6088122,60.50341218
176.85639,61.86931377
175.0225608,50.80584202
180.3684988,66.28743593
175.3458266,57.19368744
162.9865168,45.70896479
171.348527,59.92104541
168.4523174,64.7470375
155.96997,54.0977406
175.4452168,56.04900266
175.3650544,58.63996553
166.7238982,58.98755308
175.2185218,66.59683103
170.4032406,46.27509297
170.08983,55.48999588
164.8195586,51.46962855
178.2760722,61.04232484
178.4274054,61.99985755
174.392717,57.90532792
169.3127424,51.21584383
179.8684998,63.43592982
159.6815704,45.76666169
178.303174,60.78522889
172.0694298,60.86442605
172.1808596,56.38075985
169.71137,51.6367772
179.0017248,57.53410823
170.9046366,62.80756882
171.8036442,61.60804478
176.6349782,60.84455872
183.1127402,66.75554287
176.2839248,56.56705009
169.9366426,58.3457204
164.5403618,57.42647085
171.991147,53.34545827
172.6833732,59.55554098
171.1729114,59.09024631
169.1573706,56.21401943
167.7286714,50.4051842
181.1671002,68.46513112
180.0681946,62.83909347
175.9975906,56.08855589
184.1655448,61.42551936
168.6359086,59.74641249
178.3696966,67.58357507
179.3502382,58.88440626
171.2776102,51.59173552
170.4076856,64.81280834
176.5944906,60.44022682
164.5948448,56.03262799
176.5374168,59.57445577
174.9840544,62.91556908
177.3599704,55.14295264
168.1365446,61.21305687
172.0814694,48.97809305
169.0115238,55.5674694
171.0145932,63.76941066
165.1294386,51.44994266
174.9005138,52.21950684
170.7300878,57.56241237
174.8147888,55.37573606
173.6985858,53.38510221
171.689522,50.99190546
172.2696326,50.22891835
172.2924164,61.10233506
168.4498028,56.4781007
170.1666904,45.43508594
169.8724568,55.59545602
173.7085426,63.2928669
168.848786,56.02269433
174.127668,62.33878149
172.3046338,59.62398801
178.8015474,67.28520225
171.6781174,57.86051303
165.7610096,48.86768876
169.521124,54.22665144
175.1000308,61.65848421
168.8007038,58.81741072
172.2265288,62.74683285
166.504112,50.4382057
167.8737308,49.76707098
171.4600838,62.94482576
173.0201264,53.47631956
170.7915304,53.72162211
169.014648,63.26651321
180.395753,63.56184696
173.5524342,48.5049966
177.696876,55.86411856
173.5475574,59.08221773
175.576738,57.64859485
168.9615874,64.05481075
169.0267384,48.31893316
174.8413318,61.34087909
176.4519966,52.72408259
162.1745042,48.64951101
171.11726,56.80990324
168.8240972,57.49264992
172.7247752,56.60170452
169.0508176,59.1067117
172.5553572,58.55024503
180.5798014,61.84817638
182.6438054,57.74811294
168.8082984,52.41550395
168.3681672,55.63945445
171.719113,54.96115297
169.9489616,55.96472527
170.0254918,62.64146343
174.5966028,64.44118041
175.841025,63.85804254
171.458255,53.59112369
173.66996,53.06577344
165.2233424,60.86651258
171.8115944,58.44991048
169.3869612,58.05750804
175.0645724,50.17389764
173.4792568,66.80557407
176.5408966,56.43510017
181.13502,69.8965314
173.8326978,62.92169257
170.5336442,53.62296585
181.9918636,58.96079115
165.3281428,49.28372334
167.472868,55.11714326
175.5070912,59.78487709
170.8551574,55.47534486
163.5454946,53.3808838
169.3230802,55.86665868
175.5676702,58.14990473
172.7229464,54.66645425
167.6786334,60.15432778
175.4220774,69.76458148
166.0221978,52.07072867
174.159164,54.8212652
165.0101094,50.26225736
172.8386688,53.01016306
174.1397584,63.68585901
175.2369368,53.52870943
168.9926516,53.01175063
166.4799566,45.20324146
168.5806128,55.85423026
171.0691524,59.77435376
171.1445142,48.71537257
173.6640672,56.82768405
176.3610392,63.61899955
174.838741,57.3791612
173.6122512,59.9288472
177.113946,57.38251778
169.5937934,53.06971969
174.2417902,51.43742352
169.6111924,52.07730575
170.0005744,49.43182113
175.469931,62.41330666
175.4177848,55.64403573
168.7727638,54.80498124
178.7505188,63.41647072
163.887531,53.38972885
171.6621154,67.8618084
178.5901686,63.23938841
179.0700508,62.54416795
168.9124892,51.36503024
166.0050274,53.08305529
172.221017,58.82893195
167.8116786,62.51255259
174.0333832,56.7759292
162.8635046,51.12589653
170.0818036,55.68340751
172.6347322,53.52612396
170.267376,64.9861712
177.859309,55.63546284
173.295818,63.47620879
175.0715574,49.89924769
170.1441352,61.92478807
169.1710358,57.45958307
181.3433,60.72136314
172.3748902,61.87847633
175.5962198,57.55279622
172.4064116,53.43027997
174.6525082,60.25534272
171.1144406,52.62429235
165.5082288,61.50027132
179.1988288,57.12115807
168.668446,54.92395843
169.7595284,61.81388483
170.8425844,54.47680743
177.8147066,60.67414421
178.1402838,62.63633784
170.3060094,57.73876894
170.5338982,53.06713422
173.7256876,64.93799973
170.8561734,62.6900885
179.5917414,63.75675544
164.628195,53.13227003
171.7849244,61.15213946
162.5346254,59.16191384
172.4465944,54.66454916
166.9333212,53.93921019
171.0518296,56.33893867
182.296054,65.03638383
166.4182092,46.29736433
170.8164224,54.59964015
173.3831432,61.12614864
172.4346056,60.56745937
177.4559316,68.71306451
174.4953584,56.7182323
178.2138676,60.4524738
164.868606,52.09018777
177.7889764,61.99350726
168.3733488,56.52590929
180.8881828,69.81647241
171.254547,59.01041411
174.5779084,57.53800912
172.049821,59.02615376
173.1254602,62.14491627
176.8522244,65.0850089
173.095158,63.24129349
171.8534028,50.46106674
164.230304,52.50118748
181.403244,69.1217509
170.1767996,46.16763702
178.7606788,62.69979536
168.9532816,65.75106339
170.6373778,57.1821662
172.8095096,58.76434045
161.2718644,45.73944617
171.4177674,61.54563052
175.2156262,59.02320541
173.9573864,51.85831154
173.8219028,54.29868185
169.7388782,53.5090689
174.2175586,61.96248157
173.2768188,57.38759802
174.7284796,63.1708053
169.1413686,60.07594708
166.9499074,58.94287426
176.4043208,47.98064425
170.3591208,54.58204078
167.7957274,50.12549938
162.9030778,55.3505617
167.258238,55.19702081
174.8016316,63.65197569
172.7694792,59.10276544
168.0782262,59.01345318
175.7883962,60.41468959
175.4989886,58.11878832
176.5427508,62.28920389
175.9709968,63.06489156
177.351182,69.20620973
176.1133638,65.93358881
176.9101618,59.63319593
175.0744276,61.23945592
172.716063,54.5989144
169.6803566,59.50986426
164.317553,52.79615835
176.5070384,60.45106766
173.4832192,51.72005669
167.1334732,49.95844144
177.534316,57.95395299
173.8027512,55.53503757
176.5328702,59.38176988
176.0029754,65.19309987
172.077126,63.73443872
172.8447394,53.21042393
176.7400326,58.19789476
170.1442114,60.06465264
177.9572006,68.66017568
172.6055476,46.76070856
177.089689,61.34419031
172.1352412,56.95999684
181.6164008,60.91078316
169.907458,52.68357682
177.2662698,65.84205394
175.7195876,44.17297527
176.661953,64.19669432
169.5900342,56.32859677
179.5500854,54.16342072
171.3144148,50.32893539
178.9146028,69.34605214
176.241837,60.55276299
170.827065,59.66381339
179.1023596,67.10861889
172.9027276,48.638398
169.7298866,55.95592559
184.9018908,54.25903791
169.678731,49.80086358
173.7369652,59.37927513
168.993947,61.31692943
168.1268672,50.17258223
180.0081998,66.14264936
170.272837,53.55805684
178.6250428,62.11348234
161.3653364,50.59868655
166.0773158,57.0904499
171.7407538,57.47926896
177.433478,71.40173109
162.6120446,49.16143494
164.276405,50.87719204
170.7855614,53.66496847
165.3931922,49.28585523
168.1646624,54.42228567
177.0409972,57.31302749
179.0055602,54.33977729
174.3628212,57.41227342
171.0523376,54.15961055
166.6917672,54.73648885
170.0901348,55.58965005
173.3291682,53.98665592
176.235106,57.36097216
168.9368732,50.94423294
168.583229,53.84069001
182.761382,60.05666942
179.902612,61.72625085
176.924081,58.61841991
172.6569064,62.57818735
171.873418,59.68263746
177.2155206,64.12910912
173.6510624,60.83548688
174.7684338,53.77451094
170.4986176,52.77311588
173.0120492,62.00516458
170.9262774,59.43329794
179.5944846,50.84820751
165.3267712,59.45815478
180.697124,57.7886187
179.223035,68.26373627
173.9237314,59.3537379
175.2365812,66.93466635
179.7417284,58.43616664
177.2086118,59.4646865
166.9964402,53.8527102
170.148885,65.2911211
163.6082834,51.05776701
170.6856886,56.95224041
170.1967386,62.11271124
171.8215512,60.21919143
171.4565278,64.72844022
171.907962,63.15737897
187.495053,63.54438367
163.800155,60.95405583
164.0478812,54.87828171
169.1310562,51.80383514
174.642272,58.45762154
172.3185784,57.90963705
175.333406,58.71090732
178.4122924,55.68250033
168.8843714,57.55429308
176.4637822,59.98336895
168.0357066,60.02664163
168.9172644,62.47812495
181.78653,67.18445947
171.332144,54.32993434
167.5864568,55.58552236
173.6508338,66.72646763
171.8064382,64.49171056
173.8714582,61.16225456
171.80814,59.83880918
165.9479282,61.26299734
181.9052496,63.67882834
177.7110238,65.67817115
178.611403,60.51035214
172.8336396,60.80922391
179.6373344,63.86979057
173.972601,62.05079593
172.5680572,53.30694831
169.3579798,56.74408704
168.4900618,54.57138136
173.823376,59.66517417
167.8074114,58.3930754
173.4298792,65.91462866
180.6829762,63.46037843
167.405177,50.4362099
168.5143442,60.80105925
165.990016,49.64605263
169.6088048,56.97192631
178.2055872,56.90923989
164.7851162,49.37952197
168.6530028,55.39710024
178.2942332,61.13154638
165.4776472,53.64115489
175.6045764,61.16184633
174.4155262,68.00246728
174.2098624,54.66078435
174.0935812,59.56402315
175.3698296,54.76297863
172.1889622,65.91390292
179.1851636,58.48383916
172.4210674,60.07903151
169.1741346,57.04894623
166.0244838,40.28373685
176.9876572,62.75631293
174.1850212,57.98801775
168.2069534,57.94211424
174.097442,53.19726976
172.21073,60.52055796
174.3442792,63.70268728
172.5982324,59.61940673
172.048043,50.49671907
171.732702,52.58541951
179.5597882,64.08674362
173.3990944,58.95816032
167.3608032,61.18039824
185.4464668,70.80317108
171.8967098,61.13231749
169.6339762,61.46888275
173.5553552,54.8814115
179.6647918,60.36597381
176.3667034,58.06440264
177.6805692,50.7488255
173.6900768,49.24689167
169.443019,64.34510963
178.4367526,61.19532142
171.7565526,53.63262736
171.6579244,56.04632647
167.6064974,50.337599
174.7144334,55.20568442
174.296705,58.49917057
170.8871614,60.16244708
165.981253,50.36059611
177.1931686,64.9805013
177.5219208,56.80323544
175.3555548,61.8357026
171.5188848,57.32241684
176.3470692,60.45678292
175.903255,55.7069943
170.7084216,55.05014772
172.7451714,63.42522505
183.7852814,59.37501136
165.566471,62.3676753
170.6523638,56.64071343
172.1309994,55.62675387
176.9753128,58.11978622
172.8338174,50.11937588
178.7383268,59.17665558
163.6196372,56.33054722
169.8230792,63.66848644
178.3152898,60.08202521
170.2543712,58.9536244
175.9452412,65.46357678
171.2679582,53.72851671
179.175791,60.35309179
163.9100354,56.13663664
173.3490564,57.01161561
167.6029668,58.87492618
169.8257462,48.12719982
167.94988,63.19557142
171.0506358,59.1846388
171.7720212,54.41362207
170.2519836,56.46090956
171.2714126,57.1969533
170.1774346,58.15512104
175.9366052,61.7964669
171.9033392,55.27916632
173.964473,50.94137531
175.6540556,61.10020318
176.6518184,57.80526553
171.2070236,48.37132304
167.9961842,48.93831304
161.5886532,53.19922021
165.5072636,50.00656755
172.9333092,54.90649513
172.562139,56.40421056
171.521501,58.13021884
175.1939346,54.98532942
161.2542368,54.92522848
168.0541216,53.30109697
164.664009,44.24195754
168.7314634,54.25740498
173.824773,53.96506494
168.9636956,62.52806543
174.620047,55.11845868
167.5720042,60.12171451
170.2641756,45.36174012
174.2108022,64.04827902
168.4706816,57.39725952
185.005599,70.48715354
178.811936,61.13499368
172.8673962,57.01388357
165.4648456,52.16489437
175.6372916,57.10904717
163.2091732,55.905214
161.9291148,53.16007522
182.9479958,67.48764036
166.7615918,58.45226916
170.7243474,53.88405341
175.5377998,55.97270849
163.9591336,40.83754547
177.4176792,54.69167396
179.4295878,57.25197401
170.2376072,57.5110204
167.7714958,56.6819903
171.0964828,64.94757052
171.8005708,58.73512913
172.1013068,59.56121088
175.305085,63.32779349
169.7127162,54.58308404
173.041056,58.08204737
176.2683546,65.41540531
172.770292,48.64597299
180.6895548,63.78406168
169.977943,50.18296948
174.0402412,56.14865683
171.4358776,60.90134844
171.944919,61.56799261
179.0346178,60.13450581
163.7721134,45.9804396
175.4643684,62.70873113
171.7082672,59.83595155
173.537118,44.99109648
174.5943168,47.416149
167.1997672,49.35384867
171.691046,58.60390496
177.3609356,59.97633828
175.8771692,59.91655485
169.775124,55.04134804
176.6209066,54.47853108
168.5924492,55.37410313
167.8202892,56.864425
164.1222778,51.05368469
173.7880446,54.94468758
176.6940586,52.35984821
176.2542068,63.82796939
173.8256366,55.80111464
170.3196238,57.61262501
172.192188,58.98936744
182.7502822,65.40601595
176.8786404,58.83042881
183.086502,64.90130414
173.8880952,53.18153012
166.2777218,63.21630057
170.8729628,48.1014358
173.1979772,59.42227565
170.8962292,54.25881112
162.334575,50.9610612
171.9876418,60.18213297
183.243728,63.39451687
173.3682334,61.60437068
171.5459612,60.47211433
174.2558872,54.97544112
171.684569,50.62581135
165.6059172,51.74609287
158.5193934,50.01273641
179.2743938,55.74632072
174.980854,61.17014706
174.6165164,54.06585308
168.3996378,53.72357256
169.310685,60.83888882
169.0384732,56.74249947
171.9747386,56.19038729
177.1726708,57.09512189
172.0119496,51.82352103
176.1855506,61.47913393
168.7645596,52.51175617
170.6769764,54.23780981
168.743122,51.99824467
165.3093976,53.26716829
178.9990832,69.80504189
171.8607688,48.93509253
171.453048,51.267009
175.0378262,59.69111963
171.8121278,59.48301162
174.0077038,63.25766816
170.7347614,60.67659361
167.3526498,51.26428745
177.489866,53.6791659
178.7407652,62.71480926
174.4199458,63.3655777
174.5030038,60.17301577
177.293524,64.29267439
180.1101046,68.06456403
165.543992,53.64015699
168.1901132,53.96071046
176.824767,61.45409565
177.4827032,69.99682059
166.5918436,60.38212168
167.85082,52.37341061
179.0245848,61.68574509
172.3150224,51.23226386
173.9193118,61.82468032
169.6522134,58.38336853
174.1092276,56.49524647
164.5964958,51.74241878
169.1691562,48.2044919
170.7137556,55.21675206
169.5114212,52.09907817
168.9939724,50.25450094
174.479966,59.98268857
173.2041748,64.04079475
162.3721924,55.03418128
176.740566,53.3500849
180.3099264,63.58888104
179.7402552,64.36778923
165.1681736,57.218635
169.9311054,58.06168109
175.8493816,59.34566396
167.8773376,65.19278236
176.5154458,63.01173058
172.847,63.6579631
171.4348108,59.73389335
174.879635,63.87228532
173.3269584,57.01978026
173.6951822,52.63558679
175.1433632,51.54465267
171.8336162,56.93414209
168.1614874,50.7537243
175.1006404,61.01374854
172.2123556,57.6515432
165.772338,55.28093533
172.9544928,59.15792223
174.395257,52.51738071
172.2511922,54.63819547
165.608889,60.62814998
167.2455888,47.76917966
171.159043,64.08651683
172.5390504,56.47429052
168.3476186,54.45040838
179.7021806,54.91193824
177.7423674,66.78171513
170.7124856,56.95441766
170.9796174,57.47654741
178.4105652,66.91724842
175.242855,60.92661352
174.2284806,59.51811964
172.6792584,62.37851615
178.7172956,67.78696572
175.0314254,57.03851361
169.8692818,55.86398249
169.6644816,55.63822975
167.974518,48.5784785
183.7034934,57.35530226
174.018067,59.0530064
174.7404938,58.09302429
179.092733,66.96546525
170.7222392,56.64933168
171.2161676,63.68758266
171.0849512,61.47378155
173.6976206,58.87306646
182.6741076,63.83568045
173.8137748,54.98337898
172.1527164,63.32543481
175.2376226,53.10850181
168.1801564,58.7879726
172.05579,56.17319615
178.5782052,58.67829405
173.0490316,53.53927813
177.4533916,58.00126263
173.908593,58.61601587
179.9011642,59.11038579
179.1541248,56.85517173
169.3796714,51.97012196
172.650912,56.08066339
170.7567832,50.58471592
176.9945406,61.37675822
169.1539416,57.28009671
167.894381,58.23463572
172.3662796,50.1221428
172.7478638,56.77279942
171.663106,59.74319199
171.490386,58.64023768
174.0822528,57.72783737
166.4463778,52.68729627
170.2272948,52.45387783
182.1246294,59.00732969
171.2665866,54.03900043
171.2148976,62.87978067
179.3574772,59.93723865
181.3609276,60.65699843
162.7908606,46.9073095
174.1910918,63.73983646
178.9318748,63.16159738
174.7238568,62.22447631
173.1687164,58.37443277
170.8344564,54.28643487
176.7511324,60.90969454
166.6994634,53.3345267
178.2239006,67.59155829
169.171366,56.81325982
169.762678,62.58998074
172.0718174,51.75434825
170.2173634,47.87790566
174.8110042,58.56843407
168.9910006,55.18722322
164.9946408,57.00771472
168.6446208,48.31358077
175.6508298,65.9830757
171.175426,62.51908431
168.813099,49.13000101
167.7429208,53.44724431
178.7807956,62.15176551
166.7694658,43.06353914
171.0318652,55.24192642
175.9772706,57.9828468
178.340004,62.01872698
163.444936,51.42875991
176.0700822,63.36988683
180.8064456,62.51232579
169.4098466,47.53712199
177.6617224,58.67589001
168.948227,62.8824115
162.9407714,52.88714891
177.616993,56.64615653
169.494835,62.34694615
174.0403936,63.61069882
171.0026552,61.78780329
162.6901496,47.35051424
173.1145636,54.20351825
172.0014086,53.64464755
169.428541,59.03304835
171.2384688,58.54357723
174.6591376,60.21483695
172.3383142,53.29624353
170.8620662,59.34811336
173.8869522,56.93718116
170.7490108,52.5545299
169.861992,58.43634808
169.5419774,49.5913948
176.3891062,57.08854481
166.270686,48.64733377
174.4270578,56.82459962
177.4343416,58.64291388
175.5702356,55.46305252
175.8028488,59.14454127
170.246675,60.26663716
171.9490592,59.15329559
177.9667256,70.02358251
176.1788958,62.46615012
175.47717,56.21274938
173.2755996,57.67971126
174.2693238,57.30486283
169.0402258,52.13500266
174.5477586,53.64841236
174.2077034,55.56697045
175.484155,54.60862127
169.808525,44.66932286
174.1504518,59.554407
169.4886882,52.98004455
169.5070016,59.83740305
174.3803726,53.70252589
167.9274772,54.44233444
169.442892,57.48784185
171.299251,69.17318823
175.9135674,54.73022928
174.636811,59.0576784
180.200427,62.96859398
172.1531736,61.97032871
168.268523,47.83318149
159.1298824,59.11247231
171.2479176,58.74093511
163.6965992,50.8577783
172.4367392,48.88519741
179.172362,64.51729315
178.6019542,59.04570357
172.24883,60.62166362
164.1110256,48.5227774
174.6460312,57.66828074
179.5147032,64.23565788
164.5717054,56.19465106
170.7448452,56.57535082
169.548556,60.55090326
177.5596144,63.55966972
182.785131,61.34582324
166.1914888,58.7778575
169.167429,54.76316006
168.736772,60.66489093
168.5058606,47.33359526
177.7232666,63.50737056
181.9690036,54.80588843
168.254553,52.60542292
174.4916246,53.09557443
170.5627018,58.73440338
182.796942,60.60057159
174.127668,57.45169056
170.3113434,55.61845314
171.4619126,60.2855973
174.7122744,56.83344467
170.3792884,52.03326197
166.2788394,59.64018125
176.5245898,56.007499
164.2700042,54.50733417
176.0850682,60.8212441
163.5721138,55.32248436
172.642276,46.88081972
173.1519016,51.02129822
169.8561246,47.80682779
170.9641996,61.2630427
173.3867754,59.93292952
166.0335516,57.71559039
175.1285042,56.7056678
171.4656718,51.52124732
163.3028738,54.47744246
166.531036,58.85093117
174.3787724,58.40609349
171.8725798,47.2800714
168.8152834,57.1353555
176.8335046,62.74869258
178.18354,65.33384947
172.7389738,62.19009403
174.884969,59.25666921
178.6840216,56.59989015
165.149784,60.98553512
171.6730628,60.25797355
172.6270614,61.4276966
163.1532424,56.30591717
182.4399958,65.2842265
173.7557104,56.69691348
185.234707,70.51178358
173.389036,56.61431437
181.1536128,58.20542439
175.3759764,64.82065548
165.5793234,52.5713128
170.0422304,55.33650035
175.809529,61.79283816
166.4572236,54.82008586
164.8819664,48.84460093
168.6793934,47.33731471
168.9359334,58.97194951
175.2326696,57.88913469
178.7906508,64.41841009
170.8734708,61.02418116
173.4157568,56.31131492
167.987091,56.72893707
177.39741,62.71934518
175.8771692,56.88157078
176.5111786,48.91930753
172.7621386,62.92445948
170.5374034,57.37780043
171.0130946,55.61010704
170.7405018,53.1449706
170.70705,55.76119854
180.9006288,60.48127689
159.0392552,57.92578492
167.7833068,51.01698909
174.309786,50.39339081
168.709975,58.29192439
171.8621404,55.77716498
172.3963278,57.04504534
176.3601756,64.84392475
169.9735742,49.04413605
170.376342,59.59677249
168.6211258,55.95814819
169.8791116,53.75713837
178.1555746,61.32845067
165.218618,58.66223689
172.574077,66.70682709
166.8658334,57.5110204
166.8686274,56.17283328
172.885227,53.8211402
166.5653006,57.6426528
176.5647218,62.33737536
172.7463144,60.08034692
167.568499,51.3818585
174.0003632,53.35929282
174.390812,57.09153852
164.8620274,58.44850434
169.8467012,55.13496942
171.3382654,46.17489449
179.2606778,61.91344827
166.3825222,51.3715166
172.8167486,63.33654781
178.9338052,60.21030103
169.7718474,50.52774476
168.6142424,46.26896947
173.5759292,56.27461932
176.3104424,62.53604865
172.2812912,61.10800496
175.759364,63.06416582
169.1164004,53.57502118
167.3048216,60.00650215
172.5266298,58.00661502
171.8556126,51.88929187
175.2815646,61.62777603
172.793787,50.34753266
172.4857104,51.29363485
172.4612502,46.5780017
179.7993356,72.30106795
168.4773872,58.83686981
180.8583124,64.14344262
172.407707,58.92219047
167.5014684,52.71174488
177.4870466,57.43023566
167.108251,52.09009705
178.3679948,59.39678378
174.9026474,53.17186861
172.7064364,58.07646819
170.4024278,58.61311288
174.9015806,56.66058076
167.8149298,54.32585202
178.8498074,62.48592674
173.3913474,56.25497879
177.8244602,57.14302121
166.8535652,56.92897114
180.2079962,53.62119684
178.8275316,69.23374276
172.5456798,56.24613375
170.7933592,59.35283071
171.2967618,60.13672841
172.6633326,62.39638768
177.0209566,61.02263894
174.9552,54.8402707
168.2205678,53.41676293
164.4513602,51.38140491
180.7033216,66.73948572
167.5759666,51.4895866
176.3597692,72.47692556
166.1023856,56.78577215
173.9301068,57.86300779
171.9298822,56.9940616
177.2368058,53.82544932
187.5922334,61.71876659
174.3881958,55.71534039
174.9653854,60.34347564
169.5199556,61.89308199
172.8338428,57.32545591
164.7304046,51.80211149
170.2813714,54.58430874
166.5347444,54.37638216
173.0583788,60.87027739
166.756842,56.9804992
183.4477662,62.96605387
172.543343,57.31121312
178.8951464,61.57248317
172.9352396,62.61923742
177.461418,57.21886179
174.5201488,54.86721407
174.2015566,63.42744765
169.3589704,55.44758503
177.7044706,58.83764092
168.4017714,62.21608486
167.0426428,47.40426489
175.5442514,61.56953482
169.8718726,50.59787009
171.1180728,66.99857747
177.6406912,68.25588913
177.3250454,60.36728922
169.0645844,63.83776697
180.2364442,59.16699407
175.7666284,57.86046768
178.5286498,60.74599318
177.7267972,65.9803995
177.623724,60.70262979
170.788203,57.28345329
170.87469,53.11911586
168.863391,58.29850147
173.8521288,54.54130822
169.9187864,52.05666732
165.853999,60.06646701
175.4257096,59.96359234
172.7786994,61.35058596
177.8677418,51.66616996
167.2068792,53.20498082
178.3343906,68.31911986
174.1190574,64.9624937
168.0873448,59.95683382
171.0979052,61.1984512
177.7506732,55.41347491
166.3661138,55.74827117
170.7556656,49.30880698
170.8940956,60.16666548
168.3365696,54.90440861
170.6967884,53.39458228
177.7220982,60.48241087
178.6425942,62.72819022
171.7082672,59.17465978
178.1198368,53.27052487
167.1180046,48.61848532
172.494702,58.19689686
169.1811958,51.8169893
168.5561526,52.78341242
176.2052864,56.51035109
175.4881682,59.66095576
172.8171804,62.43911604
169.4775884,57.67943911
166.619428,50.10975973
169.077513,56.92044361
174.0939114,56.63019009
182.3846238,61.89299127
176.3162336,56.06546805
172.5030078,57.50825349
169.2416478,64.01847803
177.8214376,57.76974928
170.722163,61.22240086
177.793396,61.6158012
178.9257534,64.75846802
177.7801626,57.38587437
180.6264358,59.7427384
173.8110316,57.46153351
182.2044108,55.65260862
173.3572606,60.88633455
183.2193694,54.85315272
175.491394,60.00609391
167.7035254,60.0043249
166.068502,57.23355817
170.8879488,53.6155723
175.2313996,57.34895198
175.250602,54.60299673
169.5580048,47.008143
167.8704288,50.96972481
174.508033,54.28103713
164.3993918,48.25742608
176.6089432,54.52479747
181.1535366,71.03119178
175.9048552,60.09223103
177.8348742,59.8970504
